101_50.out ,  118.66666666666667
102_50.out ,  1096965.8901666666
103_50.out ,  616.9423333333334
104_50.out ,  19311.333333333332
105_50.out ,  506.29005333333316
106_50.out ,  106.37859333333331
107_50.out ,  0.043810000000000016
108_50.out ,  3476017713.0
109_50.out ,  1906250875.36466
10_50.out ,  31.88699999999999
110_50.out ,  38869867846.424484
111_50.out ,  942.5468033333333
112_50.out ,  15.497333333333334
113_50.out ,  408.0
114_50.out ,  13246272.0
115_50.out ,  79.33333333333333
116_50.out ,  3555.3333333333335
117_50.out ,  1090.6666666666667
118_50.out ,  187780929.42832333
11_50.out ,  978833.3333333334
120_50.out ,  47.333333333333336
121_50.out ,  219.0
122_50.out ,  22698283.666666668
123_50.out ,  14000.333333333334
124_50.out ,  11004575.0
125_50.out ,  13913826.231320007
126_50.out ,  5000250075.0
127_50.out ,  574.0
128_50.out ,  14805390384.209938
12_50.out ,  528.6666666666667
130_50.out ,  27332559754.0
131_50.out ,  161691619.26972666
132_50.out ,  6436.133333333334
133_50.out ,  3297708879.1236267
134_50.out ,  50.0
135_50.out ,  135.0
136_50.out ,  25.0
137_50.out ,  19273.0
139_50.out ,  34666666649.333336
13_50.out ,  35504578897.333336
140_50.out ,  14375860059.569237
141_50.out ,  289.3333333333333
142_50.out ,  'infinite'
144_50.out ,  314951.6666666667
145_50.out ,  18196048591.692547
146_50.out ,  13.313726666666666
147_50.out ,  938.6666666666666
148_50.out ,  15.0
149_50.out ,  584.0
14_50.out ,  22097.08143333334
150_100.out ,  2681793225.256583
150_50.out ,  1488805416.4998002
151_50.out ,  34.666666666666664
152_50.out ,  2391382597.1986237
153_50.out ,  97564867046.47571
154_50.out ,  750.0
155_50.out ,  3738.0
156_50.out ,  16795529229.150362
157_50.out ,  1849.3520799999997
15_50.out ,  17813394593.301426
160_50.out ,  122.0
161_50.out ,  56.333333333333336
162_50.out ,  7485478536.666667
163_50.out ,  4854225061.960987
164_50.out ,  'infinite'
165_50.out ,  69.13999999999997
166_50.out ,  11.9
167_50.out ,  28.666666666666668
168_50.out ,  18175.201333333338
169_50.out ,  30472863423.393383
16_50.out ,  40.0
170_50.out ,  4.333333333333334
171_50.out ,  29204484838.10464
172_50.out ,  26026.666666666668
173_50.out ,  76000005242.28516
174_50.out ,  1380.8603000000003
175_50.out ,  24812758222.00371
177_50.out ,  4372.0
178_50.out ,  1885033245.6666667
179_50.out ,  504.9850333333333
17_50.out ,  160.66666666666666
180_50.out ,  159.0
181_50.out ,  13.666666666666666
182_50.out ,  5307720261.333333
183_50.out ,  37.666666666666664
184_50.out ,  244.0
185_50.out ,  783.9866666666668
186_50.out ,  59781.333333333336
187_50.out ,  1820673.0
188_50.out ,  9482.600806666665
189_50.out ,  175.50729333333334
18_50.out ,  163.04300000000003
190_50.out ,  14886520.569100002
191_50.out ,  38.666666666666664
192_50.out ,  8579.36992
194_50.out ,  4000000483.49998
195_50.out ,  234.33333333333334
196_50.out ,  29.145400000000002
197_50.out ,  204.0
199_50.out ,  225.0
1_50.out ,  29985.845
200_50.out ,  8896.380040000002
201_50.out ,  4634084014.666667
202_50.out ,  74335.35036666662
203_50.out ,  12395.190620000001
204_50.out ,  5006550127.53619
205_50.out ,  1502.6666666666667
206_50.out ,  48179164.333333336
207_50.out ,  62.0
208_50.out ,  114.58221
209_50.out ,  156448.6781966667
20_50.out ,  12607224195.180147
210_50.out ,  24.0
211_50.out ,  64.66666666666666
212_50.out ,  356.6666666666667
213_50.out ,  118.66666666666667
214_50.out ,  110.0
216_50.out ,  211.70682
217_50.out ,  13906927806.071768
218_50.out ,  7692.333333333333
219_50.out ,  32.66666666666667
21_50.out ,  2288.0
220_50.out ,  7000.0
223_50.out ,  38.26666666666667
226_50.out ,  14288.0
227_50.out ,  51.66713333333334
228_50.out ,  196.33333333333334
229_50.out ,  187.8261599999999
22_50.out ,  137.0
230_50.out ,  41032353242.38104
231_50.out ,  19.333333333333332
232_50.out ,  53.333333333333336
233_50.out ,  1323631.42594
234_50.out ,  6258200.666666667
235_50.out ,  1831.6666666666667
236_50.out ,  170.33333333333334
237_50.out ,  71.66666666666667
238_50.out ,  14042.107266666666
239_50.out ,  34.666666666666664
23_50.out ,  30.666666666666668
240_50.out ,  970.3849000000001
241_50.out ,  1488.182
242_50.out ,  29.0
244_50.out ,  102651962.9968
245_50.out ,  11880.73527
246_50.out ,  1733.995586666667
247_50.out ,  1051.3333333333333
248_50.out ,  199762.33333333334
249_50.out ,  1194.3333466666668
24_50.out ,  49.266666666666644
250_100.out ,  226.33333333333334
250_200.out ,  1018.0
250_50.out ,  176.0
251_50.out ,  280.0
252_50.out ,  7858.079999999998
253_50.out ,  2648231963.0
254_50.out ,  56.0
255_50.out ,  4548.333333333332
256_50.out ,  233.66666666666666
258_50.out ,  822.8894833333333
259_50.out ,  'infinite'
25_50.out ,  22.666666666666668
260_50.out ,  167.57236666666665
261_50.out ,  238.66666666666666
262_50.out ,  23.333333333333332
263_50.out ,  120.0
264_50.out ,  1475.054323333334
265_50.out ,  71.33333333333333
266_50.out ,  3973.0271733333334
267_50.out ,  29.399999999999995
268_50.out ,  154.66666666666666
269_50.out ,  12297118338.105547
26_50.out ,  5566.666666666667
271_50.out ,  1384.7288933333334
272_50.out ,  34419570740.92774
273_50.out ,  46.0
274_50.out ,  10702.666666666666
275_50.out ,  36.0
276_50.out ,  3271.5803000000005
277_50.out ,  32127433440.333332
278_50.out ,  1341.9236100000003
279_50.out ,  1341612113.6449335
27_50.out ,  28.333333333333332
281_50.out ,  1154.4562666666668
282_50.out ,  26.0
284_50.out ,  349.6666666666667
285_50.out ,  25559.657336666667
286_50.out ,  40.333333333333336
287_50.out ,  62.666666666666664
288_50.out ,  29.333333333333332
289_50.out ,  6.333333333333333
28_50.out ,  1772180438.0037897
290_50.out ,  38.36299000000001
291_50.out ,  1180869336.6666665
293_50.out ,  4.333333333333333
294_50.out ,  14.0
295_50.out ,  49.666666666666664
296_50.out ,  12505895520.89446
297_50.out ,  121123218.0
298_50.out ,  1970.3333333333333
299_50.out ,  1676189.6010499997
29_50.out ,  17781.942433333334
2_50.out ,  138265.72560666665
300_50.out ,  76.26674333333332
301_50.out ,  17.666666666666668
303_50.out ,  'infinite'
304_50.out ,  17.333333333333332
305_50.out ,  33153317922.591366
306_50.out ,  'infinite'
307_50.out ,  1389.3333333333333
309_50.out ,  23344083828.92732
30_50.out ,  942.153173333333
311_50.out ,  7196056.716526665
314_50.out ,  137526.0
315_50.out ,  4.609473333333334
316_50.out ,  29.666666666666668
318_50.out ,  48.333333333333336
319_50.out ,  42.333333333333336
31_50.out ,  93693848057.79645
320_50.out ,  78953497.33333333
321_50.out ,  32.66666666666667
322_50.out ,  29.0
324_50.out ,  1953.6666666666667
325_50.out ,  47563.333333333336
326_50.out ,  1921.270766666667
327_50.out ,  59.47999999999999
329_50.out ,  80.0
32_50.out ,  11.666666666666666
331_50.out ,  37.00666666666666
332_50.out ,  4.666666666666667
334_50.out ,  14186360993.154602
335_50.out ,  9.772456666666669
337_50.out ,  57.666666666666664
33_50.out ,  1109.3333333333333
340_50.out ,  2343.434693333335
342_50.out ,  25082.666666666668
343_50.out ,  25.0
345_50.out ,  2310.333333333333
34_50.out ,  4.666666666666667
350_100.out ,  6912.0796999999975
350_50.out ,  1335.147433333333
351_50.out ,  47.666666666666664
352_50.out ,  689.0
356_50.out ,  679423.5936166667
357_50.out ,  4974478030.694402
358_50.out ,  29136930559.211025
359_50.out ,  212.33333333333334
35_50.out ,  38.666666666666664
360_50.out ,  1154.8697100000004
362_50.out ,  872.4243000000001
363_50.out ,  25.666666666666668
364_50.out ,  90.66666666666667
365_50.out ,  31632.0
366_50.out ,  21036.096943333334
36_50.out ,  29.333333333333332
37_50.out ,  2043.9258633333334
38_50.out ,  1208.6666666666667
39_50.out ,  18909743331.930744
3_50.out ,  9150.59
40_50.out ,  367786.0
41_50.out ,  1001.0
42_50.out ,  23.333333333333332
43_50.out ,  142770.66666666666
44_50.out ,  6287.333333333333
45_50.out ,  886.7411899999998
46_50.out ,  28750829989.539673
48_50.out ,  5973.333333333333
49_50.out ,  1279.3333333333333
4_50.out ,  15401725485.587023
50_100.out ,  17218.239623333335
50_50.out ,  141.52093333333335
51_50.out ,  644775.3333333334
52_50.out ,  2012.7030733333331
53_50.out ,  123448.0
54_50.out ,  128539.73730666666
55_50.out ,  307.97886
56_50.out ,  69.66666666666667
57_50.out ,  5218.0
58_50.out ,  5858.953333333334
5_50.out ,  21198487311.891094
60_50.out ,  376982.77721333335
61_50.out ,  261465.68775000004
62_50.out ,  36.0
63_50.out ,  98.33333333333333
64_50.out ,  278.33333333333337
65_50.out ,  882.0
66_50.out ,  138.8566866666667
67_50.out ,  22.666666666666664
68_50.out ,  10018.0
6_50.out ,  883.0141966666666
70_50.out ,  39.333333333333336
71_50.out ,  252258646.21604002
72_50.out ,  425.3333333333333
73_50.out ,  39.333333333333336
75_50.out ,  236.0
76_50.out ,  205.33333333333334
77_50.out ,  20029.93464666666
78_50.out ,  359.86019666666664
79_50.out ,  20586.0
7_50.out ,  377.3333333333333
81_50.out ,  20164293.76973
82_50.out ,  6109.333333333333
83_50.out ,  142.06666666666666
84_50.out ,  98.8
85_50.out ,  535.8773000000001
86_50.out ,  48.920439999999985
87_50.out ,  46.0
88_50.out ,  1216.9020666666668
89_50.out ,  66.0
8_50.out ,  3883.4480666666673
90_50.out ,  104.0
93_50.out ,  1566.0000366666666
94_50.out ,  3487.0
95_50.out ,  28259999310.096725
96_50.out ,  60.791483333333346
97_50.out ,  119.0
98_50.out ,  206.15837999999997
99_50.out ,  9699579543.824842
9_50.out ,  25.3426
